Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
P. Jaeckel,Preußen Münster,Preußen Münster,LCB,27,2297,0,1.17,2,0.53,Germany,8.74,5.29,64.44,3.13,50,0.31,0.47,0.43,5.02,7.44,1.14,6,0.24,2,0.08,0.43,0,0,0,0.05,0,0,8,0.31,50,0,0.08,0.08,0,0.31,87.5,1.45,56.76,0.67,0.39,0.04,47.88,0.24,0.39,64.26,92.8,22.88,86.99,4.94,94.44,26.06,97.89,3.17,53.09,16.74,31.88,0.02,0.08,0,0,0,0,0.08,2.86,75.34,0.2,0,0.2,40,0.27,0,5.72,56.85,0,,0,,0,0,0,0,,,3.72,,
M. Maglica,Darmstadt 98,Darmstadt 98,LCB,27,1853,5,3.39,0,0.1,Croatia,9.18,5.59,65.22,5.49,73.45,0.29,0.38,0.63,5.25,6.92,0.87,1,0.05,0,0,0.53,0.24,5,0.24,0.16,3,0.15,14,0.68,57.14,35.714,0,0.19,25,0.1,100,1.31,44.44,0.92,0.68,0.1,33.61,0.39,0.58,47.74,85.66,19.82,71.81,4.18,95.35,19.87,96.33,7.92,47.85,21.24,36.61,0,0.24,0,0,0,0,0.05,5.93,54.92,0.53,27.27,0.44,22.22,0.15,0.05,8.35,69.19,0,,0,,0,0,0,0,,,2.87,,
P. Pfeiffer,Darmstadt 98,Darmstadt 98,RCB,26,2502,0,1.61,1,0.88,Germany,8.78,3.81,69.81,4.86,66.67,0.04,0.05,0.79,6.08,7.97,0.61,0,0,1,0.04,0.47,0,0,0,0.06,0,0,13,0.47,23.08,0,0.04,0.25,28.57,0.32,88.89,1.33,62.16,0.72,0.76,0,38.2,0.29,0.72,53.45,84.66,22.45,74.52,3.85,94.39,23.13,93.31,10.58,57.82,24.46,44.56,0.03,0.14,0.04,0,0.07,0,0.07,8.35,62.93,0.79,45.45,0.47,38.46,0.25,0.04,10.61,71.86,0,,0,,0,0,0,0,,,2.99,,
M. Wittek,Bochum,Bochum,LB,30,2371,0,0.82,5,7.1,Germany,8.77,5.77,67.76,2.62,40.58,0.19,0.25,0.11,4.67,6.04,1.18,6,0.23,0,0,1.37,0,0,0,0.03,0,0,24,0.91,12.5,0,0.19,2.32,36.07,0.68,61.11,2.66,52.86,0.84,1.44,0.46,28.01,0.68,1.29,39.67,80.57,17.04,71.94,6.53,97.09,10.86,82.52,4.14,42.2,19.34,34.23,0.27,1.67,0.11,0,0.04,0,0.34,6.38,72.02,2.62,46.38,0.3,37.5,0.72,0.91,9.87,77.31,0,,0,,0,0,0,0,,,0.46,,
B. Tomiak,Hannover 96,Hannover 96,CB,27,2129,3,5.5,0,0.39,Germany,7.78,4.1,58.76,3.47,48.78,0.59,0.87,0.21,4.78,7.03,0.8,7,0.3,0,0,0.68,0.13,1,0.04,0.23,0,0,18,0.76,38.89,16.667,0,0.17,0,0.47,81.82,2.83,46.27,0.63,2.75,0.08,43.75,0.17,0.93,58.76,91.44,19.45,81.3,4.82,96.49,28.96,96.93,4.44,57.14,19.81,38.16,0.02,0.21,0,0,0.08,0,0.13,7.1,79.17,1.1,46.15,0.63,26.67,0.72,0,8.03,78.95,0,,0,,0,0,0,0,,,2.54,,
F. Passlack,Hibernian,Bochum,"RB, RW",27,642,0,0.72,1,0.91,Germany,6.73,6.87,44.9,1.68,50,0.28,0.36,0.14,3.36,4.26,1.12,2,0.28,0,0,2.38,0,0,0,0.1,0,0,10,1.4,30,0,0.14,2.24,43.75,1.82,46.15,3.22,39.13,1.54,0.7,0.14,21.87,1.54,0.56,30.84,75.45,10.65,65.79,6.31,95.56,8.69,85.48,3.5,48,19.69,23.8,0.13,0.42,0,0,0.14,100,0.56,4.35,80.65,1.96,50,0.56,50,0.28,0.98,8.13,65.52,0,,0,,0,0,0,0,,,1.12,,
M. Bader,Darmstadt 98,Darmstadt 98,"RWB, RB",28,191,0,0,0,0.23,Germany,13.66,12.25,84.62,2.83,33.33,0.47,0.63,0,2.83,3.75,0.47,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.94,50,0.94,50,6.13,69.23,0.47,1.41,0.94,13.66,1.41,2.83,24.5,63.46,12.72,51.85,2.36,80,7.54,81.25,6.13,38.46,23.17,32.22,0.11,1.41,0,0,0,0,1.41,5.18,54.55,3.77,37.5,1.41,33.33,1.41,0.47,9.42,60,0,,0,,0,0,0,0,,,0,,
S. Asta,Kaiserslautern,Kaiserslautern,"RWB, RCB, RB",25,372,0,0.03,0,0.79,Germany,6.29,4.6,63.16,3.15,30.77,0.24,0.34,0,3.15,4.48,0.24,0,0,0,0,1.45,0,0,0,0.01,0,0,3,0.73,0,0,0,2.66,36.36,1.21,40,2.66,36.36,1.45,1.45,0.97,20.56,1.69,0.48,30.97,78.91,9.44,61.54,6.29,92.31,8.23,82.35,3.15,38.46,17.07,22.11,0.19,0.48,0,0,0.24,0,0.48,3.15,38.46,2.42,40,0,0,0.97,0.73,3.15,92.31,0,,0,,0,0,0,0,,,1.69,,
L. Gechter,Hertha BSC,Hertha BSC,"RCB, RB",22,2248,0,3.44,0,1.73,Germany,8.45,5.08,68.5,3.76,50,0.24,0.32,0.6,4.72,6.34,0.8,4,0.16,1,0.04,0.72,0,0,0,0.14,0,0,19,0.76,31.58,0,0,0.68,41.18,0.28,71.43,1.08,48.15,1.08,1.16,0.2,37.67,0.64,0.4,53.33,86.71,20.26,78.66,4.64,93.97,23.14,94.46,4.64,47.41,20.89,36.06,0.07,0.4,0,0,0.04,0,0.2,6.01,72,0.92,39.13,0.2,20,0.12,0.28,9.25,63.2,0,,0,,0,0,0,0,,,2,,
M. Hansen,Paderborn,Paderborn,"RCB, LCB",21,1643,0,0.18,0,0.9,Germany,9.48,5.26,63.54,2.9,50.94,0.22,0.33,0.33,5.92,8.93,1.04,4,0.22,1,0.05,0.49,0,0,0,0.01,0,0,2,0.11,50,0,0,0.6,54.55,0.11,50,2.25,48.78,0.71,0.88,0.11,37.19,0.99,0.49,54.01,88.74,19.77,80.61,6.08,95.5,20.38,94.89,4.55,63.86,18.69,34.09,0.05,0.55,0.11,0.05,0.05,100,0.11,6.79,75.81,1.15,61.9,0.27,20,0.33,0.33,8.44,74.03,0,,0,,0,0,0,0,,,2.14,,
