Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
Ioannis Kosti,Levadiakos,Levadiakos,"LDMF, LCMF, AMF",26,2070,5,1.74,0,1.96,Cyprus,5.78,4.65,56.07,1.13,42.31,0.39,0.64,0.22,2.78,4.55,1.13,5,0.22,0,0,1.43,0.22,5,0.22,0.08,0,0,25,1.09,40,20,0,0.65,20,1.52,54.29,7.13,47.56,1,1,0.17,42.61,0.7,2.3,57.87,87.83,14.61,79.17,12.26,95.74,22.3,90.25,3.83,71.59,17.98,40.51,0.09,1,0.13,0,0.13,33.33,0.13,8,80.98,1.7,53.85,0.35,25,0.87,0.13,8.13,79.14,0,,0,,0,0,0,0,,,0.61,,
Diego Esteban,Panetolikos FC,Panetolikos FC,"RCMF, AMF, RDMF",25,2065,2,0.85,1,1.35,Spain,6.32,6.41,53.74,1.61,32.43,0.31,0.36,0.04,2.57,3.04,1.48,3,0.13,0,0,0.52,0.09,2,0.09,0.04,0,0,13,0.57,30.77,15.385,0.04,0.92,9.52,0.65,33.33,3.44,32.91,0.74,0.61,0.04,16.95,0.52,0.65,25.41,79.07,7.8,64.25,6.01,96.38,7.28,79.64,2.66,36.07,18.26,33.86,0.06,0.7,0,0,0.17,25,0.22,3.79,68.97,1.31,13.33,0.22,0,0.22,0.13,3.7,60,0,,0,,0,0,0,0,,,0.31,,
P. Michorl,Atromitos,Atromitos,"AMF, LCMF, LDMF",30,2048,1,2.5,4,3.79,Austria,5.45,4.57,61.54,1.49,41.18,0.48,0.64,0,2.15,2.87,0.92,5,0.22,0,0,1.32,0.04,1,0.04,0.11,0,0,23,1.01,26.09,4.348,0.18,1.45,45.45,0.75,41.18,3.65,45.78,0.79,0.79,0.04,33.57,0.75,1.49,43.81,85.36,13.71,75.64,9.8,95.52,13.54,89.61,2.9,40.91,17.49,37.27,0.17,1.71,0.09,0.13,0.26,33.33,0.35,6.46,74.15,2.5,57.89,0.75,29.41,0.97,0.57,6.02,77.37,0,,0,,0,0,0,0,,,0.62,,
L. Tupta,Larissa,Larissa,"CF, LW, RW",28,2042,3,5.05,1,2.69,Slovakia,3,3.13,42.25,1.32,40,0.04,0.05,0,1.63,1.99,1.15,1,0.04,0,0,2.6,0.13,3,0.13,0.22,1,0.04,43,1.9,34.88,6.977,0.04,1.19,40.74,2.82,51.56,8.33,36.51,2.86,2.03,0.4,15.43,1.9,1.28,20.63,82.05,4.41,68,6.21,95.74,5.73,77.69,1.19,62.96,16.69,26.17,0.12,0.97,0,0,0.04,0,0.48,1.85,69.05,1.54,68.57,0.09,0,1.23,0.53,3.04,71.01,0,,0,,0,0,0,0,,,0.13,,
A. Măţan,Panetolikos FC,Panetolikos FC,"CF, LCMF, AMF",26,2026,3,2.31,3,2.31,Romania,3.29,3.07,59.42,0.84,21.05,0,0,0.04,1.47,1.82,0.71,2,0.09,0,0,2.44,0.13,3,0.13,0.1,0,0,25,1.11,40,12,0.13,1.15,34.62,2.35,58.49,7.29,45.73,2.44,3.29,0.49,22.61,1.15,1.55,29.67,86.83,7.82,81.25,7.33,93.94,9.64,86.64,1.69,57.89,16.75,21.38,0.1,1.33,0.09,0,0.22,100,0.49,3.51,77.22,2.04,71.74,0.4,66.67,1.64,0.4,3.73,83.33,0,,0,,0,0,0,0,,,0.13,,
S. Palacios,Levadiakos,Levadiakos,"RAMF, RW",34,2020,6,5.45,8,3.22,Argentina,4.95,5.7,53.91,1.96,18.18,0.18,0.29,0.04,1.69,2.8,1.92,3,0.13,0,0,3.56,0.27,5,0.22,0.24,0,0,39,1.74,43.59,15.385,0.36,2.81,23.81,3.25,61.64,8.73,45.41,3.61,2.63,0.31,21.43,2.45,2.14,25.71,72.62,6.55,60.54,5.48,89.43,7.84,69.89,1.34,30,16.36,26,0.14,0.98,0.13,0.09,0.18,75,0.62,2.5,66.07,2.9,47.69,0.31,42.86,1.16,0.58,4.05,68.13,0,,0,,0,0,0,0,,,0,,
L. Lyratzis,Panserraikos,Panserraikos,RB,26,2014,1,0.34,2,2.03,Greece,9.52,6.79,61.18,2.86,37.5,0.49,0.55,0.58,4.87,5.46,1.3,3,0.13,1,0.04,2.1,0.04,1,0.04,0.02,0,0,7,0.31,42.86,14.286,0.09,2.14,41.67,1.52,70.59,3.44,51.95,0.58,1.12,0.04,14.43,1.16,0.67,23.33,73.18,10.28,60.43,4.11,95.65,5.94,77.44,4.47,49,21.64,35.38,0.09,0.8,0,0.04,0,0,0.18,2.99,55.22,1.97,47.73,0.13,66.67,0.31,0.85,5.54,62.1,0,,0,,0,0,0,0,,,0.85,,
F. Tinaglini,Panserraikos,Panserraikos,GK,27,2005,0,0,0,0.27,Uruguay,1.62,0.09,50,0.4,88.89,0.04,0.05,0,1.53,1.66,0.13,2,0.09,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0.31,0.18,15.13,78.93,8.12,65.75,0,0,6.24,94.96,7.05,59.24,35.74,46.76,0.01,0.04,0,0,0,0,0,1.57,37.14,0.13,0,0.22,20,0,0,4.62,73.79,40,1.8,108,4.85,3,62.96,35.35,1.59,-4.65,-0.209,0,1.3,0.4
L. Jović,AEK Athens,AEK Athens,CF,28,2004,16,16.08,0,0.9,Bosnia and Herzegovina,1.48,1.39,41.94,6.29,35,0.18,0.29,0.04,0.72,1.17,1.44,4,0.18,0,0,2.11,0.72,12,0.54,0.72,3,0.13,66,2.96,43.94,24.242,0,0.27,16.67,1.03,65.22,6.69,40.27,4.4,0.9,0.04,10.46,1.26,0.94,14.06,74.44,3.64,55.56,3.05,92.65,4.4,82.65,0.85,78.95,15.66,18.34,0.04,0.58,0.04,0.04,0.18,50,0.13,1.84,65.85,1.03,60.87,0.13,33.33,0.76,0.04,1.21,77.78,0,,0,,0,0,0,0,,,0.04,,
M. Ramírez,Kifissia,Kifissia,GK,25,1988,0,0,0,0,Ecuador,2.04,0,0,0.09,100,0,0,0,2.04,2.98,0,6,0.27,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0.36,100,0,0,0.05,17.2,0.14,0.32,26.03,86.09,11.91,71.1,0,0,13.63,99,8.33,59.24,31.23,47.25,0,0,0,0,0,0,0,2.08,36.96,0.23,0,0.09,0,0,0,5.89,70.77,31,1.4,96,4.35,4,67.71,30.47,1.38,-0.53,-0.024,0,1.04,0.09
Hugo Sousa,Kifissia,Kifissia,RCB,33,1971,1,1.38,0,0.13,Portugal,6.21,3.61,69.62,3.79,53.01,0.14,0.2,0.91,3.56,5.25,0.96,5,0.23,1,0.05,0.46,0.05,1,0.05,0.06,0,0,8,0.37,37.5,12.5,0,0.37,62.5,0.23,40,0.91,45,0.59,0.32,0,18.95,0.23,0.87,29.32,86.76,12.37,76.38,2.56,96.43,11.37,95.18,3.79,42.17,21.31,39.04,0.01,0.09,0,0,0,0,0.05,3.7,60.49,0.41,33.33,0.14,0,0.05,0.18,5.16,71.68,0,,0,,0,0,0,0,,,2.15,,
Mansur,Atromitos,Atromitos,LCB,32,1967,1,2,0,0,Brazil,8.05,4.39,67.71,3.29,47.22,0.46,0.6,0.41,4.62,6.1,1.33,3,0.14,0,0,0.14,0.05,1,0.05,0.09,1,0.05,7,0.32,28.57,14.286,0,0.09,0,0.14,33.33,1.46,50,0.41,0.5,0,36.7,0.18,0.73,50.38,89.74,19.99,81.69,3.16,94.2,22.92,96.21,5.22,50.88,20.4,36.89,0,0,0.09,0,0,0,0,3.75,68.29,0.27,16.67,0.37,12.5,0.05,0,7.18,62.42,0,,0,,0,0,0,0,,,1.92,,
L. Choutesiotis,Atromitos,Atromitos,GK,31,1964,0,0,0,0,Greece,1.01,0.23,40,0.46,90,0.05,0.06,0,0.87,1.16,0.05,3,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,0,10.95,0.27,0.18,16.77,89.62,7.84,81.29,0.09,50,7.88,97.67,5.64,71.54,28.23,41.49,0,0,0,0,0,0,0,0.5,45.45,0,0,0,0,0,0,4.4,69.79,25,1.15,84,3.85,5,70.24,26.4,1.21,1.4,0.064,0.05,1.19,0.46
