Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
S. Lainer,Salzburg,Salzburg,RB,33,1227,1,0.72,1,1.47,Austria,7.92,4.91,74.63,1.76,29.17,0,0,0.22,4.25,6.88,0.51,2,0.15,0,0,3.59,0.07,1,0.07,0.05,1,0.07,13,0.95,23.08,7.692,0.07,4.03,45.45,2.2,70,4.99,51.47,1.83,3.96,0.37,43.35,1.91,0.73,56.85,75.87,23.55,67.29,8.51,93.1,16.58,77.43,7.11,46.39,19.84,34.41,0.11,1.1,0.07,0.07,0,0,0.88,9.98,60.29,4.62,53.97,0.44,66.67,1.25,1.69,13.86,73.54,0,,0,,0,0,0,0,,,0.81,,
A. Dragović,Austria Wien,Austria Wien,CB,34,1089,0,0.22,0,0,Austria,6.12,3.47,71.43,3.22,61.54,0.25,0.36,0.08,3.39,4.94,0.58,2,0.17,0,0,0,0,0,0,0.02,0,0,5,0.41,0,0,0,0.08,0,0,0,0.5,16.67,0.33,0.83,0,34.21,0.08,0.74,52.73,90.44,19.42,77.87,3.8,100,26.36,98.43,6.45,61.54,22.79,37.93,0,0,0,0,0,0,0,6.69,77.78,0.58,28.57,0.17,100,0.17,0,8.76,72.64,0,,0,,0,0,0,0,,,3.72,,
M. Sarkaria,Austria Wien,Austria Wien,"RWF, LWF, RCMF",29,889,3,1.13,3,2.62,Austria,4.86,4.25,59.52,4.66,28.26,0.51,0.77,0,1.82,2.77,0.81,1,0.1,0,0,2.13,0.3,3,0.3,0.11,1,0.1,11,1.11,63.64,27.273,0.3,2.23,18.18,1.82,50,5.47,29.63,2.23,1.01,0.2,23.08,2.13,0.51,32.19,69.5,9.31,57.61,7.19,88.73,8.2,67.9,1.72,35.29,16.56,27.57,0.26,1.62,0,0,0.3,33.33,0.61,3.75,64.86,3.14,41.94,0.4,25,1.52,0.4,4.45,79.55,0,,0,,0,0,0,0,,,0.4,,
L. Kaĉavenda,LASK,LASK,"LW, LAMF",22,267,0,0.09,0,0.22,Croatia,6.07,5.06,60,3.71,27.27,1.69,3.49,0.34,1.35,2.79,2.36,1,0.34,0,0,2.7,0,0,0,0.03,0,0,1,0.34,100,0,0,1.01,33.33,4.04,50,9.1,40.74,1.69,2.36,0.34,18.88,0.67,0.67,26.63,73.42,6.74,65,8.43,96,6.07,72.22,1.01,66.67,14.98,19.91,0.07,0.67,0,0,0,0,0.34,2.02,83.33,1.69,60,0,0,0.67,0.34,5.06,46.67,0,,0,,0,0,0,0,,,0,,
S. Horvath,LASK,LASK,LCMF,29,1211,1,0.75,1,0.94,Austria,6.24,4.83,58.46,0.52,57.14,0.22,0.32,0.07,3.2,4.61,0.59,2,0.15,1,0.07,1.93,0.07,1,0.07,0.06,1,0.07,14,1.04,21.43,7.143,0.07,1.49,25,2.53,52.94,7.88,36.79,0.97,1.56,0.45,29.13,0.37,0.97,40.58,84.8,12.63,78.24,7.73,95.19,12.11,85.89,2.3,67.74,16.29,32.15,0.07,0.59,0,0.15,0.07,0,0.37,6.02,79.01,2.16,44.83,0.59,25,0.82,0.45,6.17,78.31,0,,0,,0,0,0,0,,,0.3,,
A. Andrade,LASK,LASK,"LCB, CB",27,1183,1,1.16,0,0.59,Panama,11.03,6.62,73.56,5.55,43.84,0,0,1.67,6.16,8.44,0.53,1,0.08,0,0,0.53,0.08,1,0.08,0.09,1,0.08,13,0.99,15.38,7.692,0,0.68,33.33,0.3,50,2.51,27.27,1.14,1.29,0,36.37,0.53,0.38,52.8,81.84,27.01,72.39,2.05,96.3,19.25,93.68,10.57,47.48,22.93,41.16,0.04,0.3,0,0,0,0,0.3,9.89,55.38,3.42,33.33,2.21,20.69,0.84,0.3,10.8,66.9,0,,0,,0,0,0,0,,,0.91,,
M. Seidl,Rapid Wien,Rapid Wien,"RDMF, LCMF, RCMF",24,888,1,1.73,2,2,Austria,10.24,7.6,70.67,2.23,31.82,0.61,0.99,0.61,4.26,6.92,0.91,2,0.2,0,0,1.62,0.1,1,0.1,0.18,0,0,16,1.62,18.75,6.25,0.2,1.82,27.78,1.11,72.73,4.86,43.75,2.23,0.51,0.2,25.54,0.81,1.11,39.12,80.57,12.16,70.83,7.8,97.4,12.57,81.45,3.45,58.82,17.47,27.04,0.2,1.82,0,0.1,0,0,0.3,5.98,72.88,2.33,52.17,0.41,75,1.22,0.41,6.69,78.79,0,,0,,0,0,0,0,,,0.51,,
A. Radulović,Rapid Wien,Rapid Wien,"RW, RAMF, LAMF",23,499,1,0.89,1,0.97,Montenegro,6.49,4.87,51.85,2.34,46.15,0,0,0,3.97,5.5,0.72,0,0,0,0,2.16,0.18,1,0.18,0.16,0,0,13,2.34,38.46,7.692,0.18,1.62,11.11,3.07,35.29,6.31,28.57,2.53,1.8,0.36,14.61,0.54,1.08,20.56,72.81,6.31,60,6.13,85.29,3.61,60,1.26,42.86,14.2,16.92,0.18,0.9,0,0.18,0.18,0,0,1.62,55.56,1.8,40,0.36,0,0.54,0,2.53,28.57,0,,0,,0,0,0,0,,,0.18,,
D. Fitz,Minnesota United,Austria Wien,"AMF, LWF",26,302,1,1.28,1,0.73,Austria,4.17,3.28,54.55,0.6,0,0.3,0.51,0,2.09,3.56,0.89,1,0.3,0,0,3.58,0.3,1,0.3,0.38,0,0,8,2.38,25,12.5,0.3,4.17,42.86,1.19,50,3.87,53.85,3.58,2.09,0,27.72,2.09,1.49,32.19,69.44,12.81,60.47,5.07,82.35,9.24,80.65,3.87,53.85,18.61,32.25,0.22,2.68,0,0,0.6,100,1.49,6.26,76.19,7.45,52,1.79,50,2.38,2.09,9.54,93.75,0,,0,,0,0,0,0,,,0.3,,
A. Daghim,Wolfsburg,Salzburg,CF,20,82,0,0.77,0,0.12,Denmark,2.2,2.2,50,4.39,75,0,0,0,1.1,2.31,2.2,2,2.2,0,0,4.39,0,0,0,0.85,0,0,4,4.39,25,0,0,3.29,0,6.59,50,9.88,33.33,9.88,1.1,0,24.15,1.1,1.1,31.83,65.52,6.59,50,10.98,90,8.78,75,1.1,0,21.54,19.28,0.13,1.1,0,0,0,0,0,2.2,100,2.2,50,0,0,2.2,0,3.29,66.67,0,,0,,0,0,0,0,,,0,,
Douglas Mendes,Liefering,Salzburg,RCB,21,74,0,0,0,0,Brazil,12.16,3.65,66.67,9.73,62.5,0,0,2.43,9.73,11.43,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,50,0,0,0,20.68,0,0,29.19,79.17,12.16,60,0,0,10.95,88.89,4.86,50,23.31,56.49,0,0,0,0,0,0,0,2.43,50,0,0,0,0,0,0,6.08,20,0,,0,,0,0,0,0,,,0,,
F. Krätzig,Salzburg,Salzburg,LB,22,453,0,0.12,1,0.4,Germany,8.74,5.17,57.69,1.79,11.11,0.2,0.29,0.2,5.56,8.16,0.79,2,0.4,1,0.2,2.98,0,0,0,0.02,0,0,1,0.2,0,0,0.2,2.38,50,1.99,90,4.57,60.87,1.59,4.17,0.79,36.36,1.59,0.6,49.27,77.82,19.47,64.29,10.53,96.23,11.92,75,5.76,27.59,18.55,33.3,0.08,1.19,0.2,0,0,0,0.6,5.76,55.17,4.17,33.33,0.99,20,0.79,0.99,9.93,64,0,,0,,0,0,0,0,,,0.79,,
J. Eggestein,Austria Wien,Austria Wien,CF,27,1148,4,3.31,4,1.82,Germany,2.43,2.51,56.25,6.04,24.68,0.08,0.12,0.24,0.94,1.43,0.63,0,0,0,0,1.96,0.31,2,0.16,0.26,1,0.08,22,1.72,36.36,18.182,0.31,2.59,21.21,1.25,62.5,9.02,26.09,4,0.71,0,15.99,2.04,0.71,23.21,69.59,5.57,59.15,5.72,91.78,5.72,65.75,1.18,33.33,16.47,25.55,0.14,1.33,0.08,0.16,0,0,0.94,1.8,60.87,2.43,45.16,0.16,0,0.94,0.55,2.59,72.73,0,,0,,0,0,0,0,,,0,,
D. Zukić,Wolfsberger AC,Wolfsberger AC,"AMF, RCMF",24,1149,5,3.81,2,4.47,Serbia,3.29,2.66,58.82,1.41,33.33,0,0,0.39,1.72,2.48,0.63,2,0.16,0,0,2.74,0.39,3,0.23,0.3,1,0.08,29,2.27,37.93,17.241,0.16,1.57,40,1.72,63.64,6.11,35.9,3.13,2.35,0.16,25.85,1.33,0.7,31.49,82.34,9.56,77.05,7.99,94.12,8.3,78.3,0.86,63.64,15.36,13.3,0.35,2.43,0.23,0.08,0.31,50,1.02,3.05,82.05,3.05,58.97,0.23,66.67,1.8,0.63,5.01,75,0,,0,,0,0,0,0,,,0.16,,
S. Jatta,Sturm Graz,Sturm Graz,CF,22,659,3,3.2,0,0.25,Norway,2.87,2.59,47.37,6.28,32.61,0.14,0.24,0.41,1.5,2.66,0.96,1,0.14,0,0,2.59,0.41,3,0.41,0.44,1,0.14,15,2.05,46.67,20,0,0.96,28.57,3.69,37.04,11.61,23.53,4.37,1.23,0.27,8.47,2.59,0.82,9.7,56.34,1.37,40,3.28,66.67,2.05,53.33,0.14,0,13.53,3.17,0.03,0.27,0.27,0,0,0,0.14,0.55,50,1.23,33.33,0,0,0.41,0.14,0.27,0,0,,0,,0,0,0,0,,,0.14,,
M. Entrup,LASK,LASK,CF,28,474,0,0.71,1,0.32,Austria,2.85,2.66,64.29,2.85,40,0,0,0,1.14,1.73,1.9,1,0.19,0,0,0.57,0,0,0,0.13,0,0,7,1.33,42.86,0,0.19,0.19,0,0.19,0,4.37,26.09,2.28,0.19,0,8.73,2.28,0.57,15.76,75.9,5.13,55.56,3.61,89.47,3.99,85.71,1.33,71.43,14.71,18.75,0.06,0.57,0,0,0,0,0.38,1.52,50,0.76,75,0,0,0.95,0,0.76,50,0,,0,,0,0,0,0,,,0,,
G. Bello,LASK,LASK,"LB, LWB",23,1189,1,0.37,2,2.08,Nigeria,6.06,4.84,68.75,1.67,40.91,0.38,0.53,0.23,2.35,3.29,0.76,4,0.3,0,0,3.33,0.08,1,0.08,0.03,0,0,4,0.3,25,25,0.15,3.56,31.91,3.1,68.29,6.21,57.32,1.36,2.5,0.38,26.11,1.89,1.44,32.55,77.21,10.07,64.66,5.98,94.94,9.61,74.8,3.1,43.9,19.5,40.89,0.16,0.91,0,0,0,0,0.61,3.41,66.67,2.95,43.59,0.45,16.67,0.45,1.21,6.74,74.16,0,,0,,0,0,0,0,,,0.45,,
