Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
Y. Suzuki,Brøndby,Brøndby,"RWF, AMF, CF",23,2779,12,9.91,3,5.21,Japan,4.96,4.96,61.44,1.26,23.08,0.16,0.2,0.03,1.75,2.2,1,2,0.06,0,0,3.27,0.39,11,0.36,0.32,1,0.03,62,2.01,46.77,19.355,0.1,1.94,33.33,2.91,52.22,8.58,35.47,4.21,1.98,0.74,30.12,1.36,0.71,35.98,82.45,7.35,76.65,8.52,95.06,10.56,81.6,1.94,60,15.55,34.37,0.17,1.26,0.13,0.06,0.39,41.67,0.65,3.69,86.84,2.53,58.97,0.36,45.45,1.75,0.74,4.44,75.91,0,,0,,0,0,0,0,,,0.16,,
B. Nygren,Celtic,Nordsjælland,"RWF, LWF, RCMF",24,2772,15,10.44,2,3.75,Sweden,5.29,5,61.69,1.43,43.18,0.03,0.04,0.16,2.18,3,0.88,1,0.03,0,0,2.76,0.49,15,0.49,0.34,1,0.03,81,2.63,46.91,18.519,0.06,0.84,34.62,1.88,53.45,6.49,42,3.8,2.76,0.52,34.25,1.1,0.78,40.94,87.55,8.18,75.79,11.56,95.22,11.4,88.03,1.53,51.06,14.53,29.06,0.12,1.14,0.06,0.06,0.39,58.33,0.52,2.82,81.61,2.73,63.1,0.65,40,2.53,0.26,4.16,78.91,0,,0,,0,0,0,0,,,0.23,,
L. Kramer,Rapid Bucureşti,AaB,"RCB, LCB, CB",26,2770,0,1.45,1,0.51,Netherlands,9.42,5.3,71.17,4.58,56.03,0.32,0.36,0.81,5.33,5.9,0.65,5,0.16,0,0,0.03,0,0,0,0.05,0,0,14,0.45,7.14,0,0.03,0.13,0,0,0,0.65,55,0.78,0.42,0,46.56,0.45,0.42,63.42,90.01,25.83,82.77,2.89,94.38,28.85,96.17,6.95,55.61,20.67,41.16,0.02,0.16,0,0,0.03,0,0.03,9.16,71.63,0.81,16,0.49,26.67,0.16,0,10.23,77.46,0,,0,,0,0,0,0,,,2.05,,
J. Hansen,AGF,AGF,GK,40,2766,0,0,0,0,Denmark,1.98,0.1,66.67,0.39,83.33,0,0,0,1.92,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,50,0,0.03,0,18.25,0.23,0.16,26.52,88.59,12.49,77.6,0,0,12.49,98.96,7,62.33,29,46.36,0,0,0,0,0,0,0,1.82,50,0.23,28.57,0.2,33.33,0.07,0,5.01,71.43,34,1.11,103,3.35,7,66.99,26.6,0.87,-7.4,-0.241,0,1.17,0.39
J. Rasmussen,Salzburg,Brøndby,LCB,28,2765,0,0.83,1,0.72,Denmark,8.1,5.34,77.44,3.09,69.47,0.26,0.33,0.39,3.71,4.74,0.55,4,0.13,0,0,0.39,0,0,0,0.03,0,0,12,0.39,25,0,0.03,0.36,36.36,0.1,100,0.94,44.83,0.65,1.04,0.03,49.02,0.16,0.39,63.54,92.42,28.77,88.12,4.59,98.58,22.92,96.73,3.78,55.17,18.16,40.13,0.02,0.33,0.07,0.03,0.13,50,0.1,9.02,84.12,1.3,50,0.62,52.63,0.62,0.13,10.94,82.74,0,,0,,0,0,0,0,,,2.83,,
M. Anderson,AGF,AGF,"RCMF, LWB",26,2753,6,6.13,7,4.33,Iceland,4.77,4.22,67.44,2.03,59.68,0.23,0.31,0.07,1.7,2.28,1.11,5,0.16,0,0,4.54,0.2,6,0.2,0.2,0,0,72,2.35,37.5,8.333,0.23,3.73,26.32,4.18,63.28,10.36,46.06,2.88,2.48,0.36,21.25,1.24,1.86,28.11,76.63,5.92,64.64,6.87,93.81,8.99,72.73,1.41,37.21,18.17,28.42,0.14,1.01,0.07,0,0.03,100,0.46,2.62,67.5,3.14,39.58,0.23,28.57,0.85,1.05,3.99,72.13,0,,0,,0,0,0,0,,,0.36,,
F. Beijmo,AGF,AGF,"RWB, RB, RCB",27,2730,2,4.04,4,7.75,Sweden,6,4.85,65.99,1.75,47.17,0.1,0.13,0.16,2.7,3.53,0.53,3,0.1,0,0,2.51,0.07,2,0.07,0.13,0,0,24,0.79,50,8.333,0.13,4.22,37.5,0.86,57.69,2.54,37.66,1.45,1.42,0.36,34.71,2.87,0.33,43.75,78.52,13.95,67.14,8.21,97.59,14.08,79.86,3.76,52.63,19.66,37.28,0.26,1.42,0.03,0.03,0.07,50,0.36,4.88,60.81,3.69,41.96,0.36,0,0.36,1.58,7.95,73.03,0,,0,,0,0,0,0,,,0.96,,
S. Magnússon,Brann,Lyngby,"RCMF, RW, RWF",25,2723,4,5.54,0,3.32,Iceland,8,6.94,60.95,2.18,33.33,0.33,0.38,0.26,3.44,3.94,1.72,5,0.17,0,0,1.78,0.13,4,0.13,0.18,1,0.03,43,1.42,23.26,9.302,0,2.48,29.33,1.06,68.75,4.23,54.69,2.51,1.16,0.13,21.95,1.52,1.75,29.85,74.86,7.4,61.61,8.03,93,8.96,71.96,2.81,48.24,18.26,30.34,0.11,1.02,0,0,0.07,0,0.26,2.38,68.06,2.31,45.71,0.2,50,0.66,0.69,4.33,53.44,0,,0,,0,0,0,0,,,0.3,,
A. Oggesen,Sønderjyske,Sønderjyske,"RB, RDMF",31,2675,0,0.1,6,4.83,Denmark,6.09,5.59,57.23,0.91,40.74,0.07,0.08,0.24,2.83,3.34,0.47,4,0.13,0,0,1.24,0,0,0,0,0,0,3,0.1,0,0,0.2,2.05,44.26,0.54,50,1.65,42.86,0.61,1.18,0.17,34.76,2.39,0.34,46.63,84.27,15.24,71.52,9.12,97.05,14.84,88.44,4,53.78,17.82,32.94,0.16,0.81,0.07,0.07,0.13,50,0.4,4.95,65.31,2.36,50,0.2,33.33,0.44,0.98,7.97,70.89,0,,0,,0,0,0,0,,,1.04,,
L. Lissens,Randers,Lyngby,LCB,24,2666,1,3.21,2,0.58,Belgium,9.22,6.72,69.35,3.95,50.43,0.3,0.36,0.47,4.25,4.97,0.78,4,0.14,0,0,0.84,0.03,1,0.03,0.11,0,0,19,0.64,31.58,5.263,0.07,0.47,42.86,0.71,61.9,2.57,48.68,1.05,0.84,0,35.95,0.61,0.57,52.87,86.46,23.93,78,3.71,94.55,19.28,95.45,8.81,55.56,22.08,43.62,0.02,0.24,0.03,0,0,0,0.14,8.03,63.87,1.11,51.52,0.74,50,0.37,0.14,10.74,75.47,0,,0,,0,0,0,0,,,1.42,,
